gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,TenureGroup_Mid-term,TenureGroup_New,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,0,1.0436161483629645,1,Yes,No,No,Yes,No,Yes,Yes,0,1.182810854199314,1.5006704790038297,0,0.5122184367357804,False,False,True,False,True,False,True,False,False
0,0,0,0,0.6771328748826912,1,Yes,No,Yes,Yes,No,Yes,Yes,1,1.2941512532104444,1.2160043388136705,1,0.5918746455590295,False,False,True,False,False,False,False,False,False
0,0,0,0,-0.30015585439803716,1,No,Yes,No,Yes,Yes,Yes,Yes,1,1.3539759452164248,0.1784165658888543,0,0.668707306739429,False,False,True,False,False,False,False,True,False
1,0,1,1,1.4915401492832983,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,1.611554480242174,2.478128710529918,0,0.7837899960750666,False,False,True,False,False,True,True,False,False
1,0,0,0,0.7992939660427822,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.4660935640654862,-0.5558083996047153,0,-0.7783017602445743,False,False,False,True,True,False,False,False,True
0,0,0,1,1.5729808767233588,1,Yes,Yes,No,Yes,No,Yes,Yes,0,1.393859073220412,2.251693748830891,0,0.6115547771789718,False,False,True,False,False,True,False,False,False
1,0,1,1,-0.9109613101984924,1,No,No,No,Yes,Yes,No,No,0,-0.31779183695069496,-0.774164281952812,1,-0.2315653148671069,True,False,False,False,False,False,True,False,False
1,0,0,0,-0.46303730927815856,1,No,No,Yes,Yes,No,No,Yes,1,0.8404806721650927,-0.18498748699192968,0,0.3598762878374199,True,False,True,False,False,False,False,True,False
0,1,0,0,-1.2774445836787656,0,No phone service,No,No,Yes,No,No,Yes,1,-0.8346107040023594,-0.9899154337997889,1,-0.4489384449764734,False,True,False,False,False,False,False,True,False
0,0,1,0,-0.8295205827584317,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.4943441130683104,-0.9181308271079157,0,-0.8247595784704513,True,False,False,True,True,False,False,False,False
0,0,0,0,-1.2774445836787656,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.4827115340671475,-0.9985242888458623,1,-0.7704231652747401,False,True,False,True,False,False,False,False,True
1,0,1,0,1.0436161483629645,1,Yes,No,Yes,No,Yes,No,No,1,-0.1615829189350795,0.5400105518112329,0,-0.10630565819704754,False,False,False,False,False,True,True,False,False
0,0,1,1,0.6771328748826912,1,No,Yes,Yes,No,Yes,No,No,0,-0.17155370093607614,0.30390718367584674,0,-0.1032456392512466,False,False,False,False,False,False,True,False,False
1,0,0,0,-0.0965540357978854,1,No,Yes,Yes,No,No,No,No,1,-0.31446824295036285,-0.3316912065719389,0,-0.26148812344871486,False,False,False,False,False,False,False,False,False
0,0,1,1,0.5956921474426305,1,Yes,No,Yes,No,No,Yes,Yes,1,1.1495749141959914,1.0892334297634156,1,0.5632561091890238,False,False,True,False,False,False,False,True,False
0,0,1,1,-1.2774445836787656,0,No phone service,No,Yes,No,No,No,No,0,-1.1486903370337564,-0.9940874173990399,1,-0.6047348863517872,False,True,False,False,False,False,False,True,False
0,0,1,0,1.6137012404433893,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0.8471278601657574,1.804563062130219,0,0.3558381021718906,False,False,False,False,False,True,True,False,False
1,0,0,1,-0.62591876415828,1,No,No,No,No,No,Yes,Yes,1,-0.0020504069191315333,-0.5248385954261489,1,-0.0425487857276389,True,False,False,False,False,False,False,False,True
1,1,1,0,1.5729808767233588,1,Yes,Yes,Yes,Yes,Yes,No,No,1,1.0498670941860242,1.9800512611463297,0,0.46868041936060867,False,False,True,False,False,True,True,False,False
0,1,1,0,-1.2367242199587352,1,No,No,No,Yes,No,Yes,Yes,1,1.0216165451832002,-0.9272253098745368,0,0.3947528658575675,False,True,True,False,False,False,True,False,False
1,0,1,1,-0.21871512695797646,1,No,Yes,Yes,Yes,Yes,No,No,0,0.046141706085686136,-0.17988839592617856,0,0.04192872814370999,False,False,False,False,True,False,False,False,True
0,0,0,0,-1.2774445836787656,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.481049737066981,-0.9985022148585647,0,-0.7695988454791034,False,True,False,True,False,False,False,False,False
0,1,0,0,-1.2774445836787656,1,No,No,No,No,No,No,No,0,-0.6484894399837535,-0.9874431472224551,0,-0.3566146278651763,False,True,False,False,False,False,False,False,False
1,0,1,1,1.6137012404433893,1,Yes,Yes,Yes,No,Yes,Yes,No,0,1.1678546811978192,2.1940585679967946,0,0.5578536965331055,False,False,True,False,False,True,False,False,False
0,0,0,0,-1.1145631287986442,1,No,No,No,No,No,No,No,1,0.16412929309748078,-0.8675151742344638,1,-0.05771626996735202,False,True,True,False,False,False,False,True,False
1,0,0,0,0.5549717837226001,1,No,No,No,Yes,No,No,No,1,0.33363258711442517,0.5590824768363802,0,0.16908636180427483,False,False,True,False,False,False,True,False,False
0,0,0,0,0.06632741908223598,1,Yes,No,Yes,Yes,No,Yes,Yes,1,1.3822264942192488,0.559501882595035,1,0.6183859774737976,False,False,True,False,False,False,False,True,False
1,0,0,0,-0.8702409464784621,1,Yes,No,No,Yes,No,Yes,Yes,1,1.099721004191008,-0.5194083945509333,1,0.5541088699867667,True,False,True,False,False,False,False,False,False
0,0,1,1,-0.9109613101984924,1,No,No,Yes,No,No,No,No,0,-0.5055748979694671,-0.79740819057721,0,-0.31836618934763894,True,False,False,False,True,False,False,False,True
1,0,1,1,1.5322605130033284,1,Yes,Yes,Yes,No,No,Yes,No,1,0.14751132309581955,1.1436237344647615,0,0.04491154458940248,False,False,False,False,False,True,True,False,False
1,0,1,1,-0.62591876415828,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.462769970065154,-0.82277120198218,0,-0.6970102140633411,True,False,False,True,True,False,False,False,True
1,0,0,0,1.247217966963116,1,Yes,Yes,Yes,Yes,Yes,Yes,No,1,0.5014740841312035,1.1388116052338793,0,0.16956309057497418,False,False,False,False,False,True,True,False,False
1,0,1,0,-0.7888002190384014,1,Yes,Yes,Yes,No,Yes,Yes,No,1,0.3801629031190768,-0.5741298090617433,0,0.14203543927990636,True,False,False,False,False,False,False,True,False
1,0,0,0,0.6771328748826912,1,Yes,No,No,No,No,No,Yes,1,0.6560212051466532,0.7173088177857488,0,0.21181275121164905,False,False,True,False,False,False,False,True,False
0,0,0,0,-1.2367242199587352,1,No,No,Yes,No,No,No,No,0,-0.5155456799704636,-0.9645965703694143,0,-0.3030338411487985,False,True,False,False,False,False,False,False,True
1,0,0,0,-1.2367242199587352,1,No,No,No,No,No,Yes,No,1,0.5280628361338618,-0.9437808003477547,1,0.08563294249384958,False,True,True,False,False,False,False,True,False
0,0,0,0,0.7992939660427822,1,Yes,Yes,No,No,Yes,Yes,Yes,1,0.4981504901308714,0.8546531667515656,0,0.23461289325139928,False,False,False,False,False,True,True,False,False
1,0,1,1,1.4915401492832983,1,Yes,Yes,No,Yes,Yes,No,No,1,-0.020330173920958795,0.8706788815296407,0,-0.08617800157785317,False,False,False,False,False,True,True,False,False
1,1,0,0,0.43281069256250915,1,Yes,No,Yes,No,No,Yes,No,1,0.8471278601657574,0.687310269048278,0,0.3691701968511251,False,False,True,False,False,False,False,True,False
1,0,0,0,-0.7073594915983407,1,No,Yes,Yes,No,No,Yes,Yes,1,1.141265929195161,-0.3776933961001872,1,0.4651222990784103,True,False,True,False,False,False,True,False,False
1,1,1,0,-0.30015585439803716,1,Yes,Yes,No,No,Yes,Yes,No,1,0.1574821050968162,-0.23366062898319062,0,0.0531712289416811,False,False,False,False,False,False,True,False,False
1,1,1,0,-0.9924020376385531,1,Yes,No,Yes,No,No,No,No,1,0.5280628361338618,-0.7278309826150992,1,0.20248027352533482,True,False,True,False,False,False,True,False,False
1,1,1,1,1.125056875803025,1,No,Yes,Yes,Yes,Yes,No,Yes,1,0.33529438411459117,0.9599681601485298,0,0.1218617975120774,False,False,False,False,True,False,True,False,False
0,1,0,0,-0.5851984004382496,1,Yes,No,No,No,No,Yes,Yes,1,1.0199547481830342,-0.2337047769577859,1,0.5025555769091513,True,False,True,False,False,False,False,True,False
1,0,1,1,1.247217966963116,1,Yes,Yes,No,No,No,Yes,Yes,1,1.1595456961969886,1.7788468669284871,0,0.5489464631858102,False,False,True,False,True,False,True,False,False
0,1,1,1,1.369379058123207,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1.4520219682262263,2.116645094544028,0,0.6650048618876333,False,False,True,False,True,False,False,True,False
1,0,1,1,0.06632741908223598,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.3231790220511994,-0.612604768921502,0,-0.6689833410116973,False,False,False,True,False,True,True,False,False
1,0,0,0,1.6137012404433893,1,Yes,No,No,Yes,Yes,Yes,Yes,1,1.42044782522307,2.4598293750601874,0,0.6956982845812226,False,False,True,False,False,True,True,False,False
1,0,1,0,0.5956921474426305,1,Yes,No,No,Yes,No,Yes,Yes,1,1.1877962451998125,1.070669206446114,0,0.5485060464628462,False,False,True,False,False,False,False,True,False
0,0,0,0,1.125056875803025,1,Yes,No,Yes,No,No,Yes,No,1,0.8354952811645946,1.398953545536378,0,0.3950825937758221,False,False,True,False,False,False,False,False,False
0,0,1,0,1.6137012404433893,0,No phone service,Yes,Yes,Yes,No,No,No,0,-0.7531826509942192,0.3002429017844411,0,-0.4243920332841841,False,False,False,False,False,True,False,False,False
1,0,1,1,-0.5851984004382496,1,No,No,No,Yes,Yes,No,No,1,-0.34438058895335305,-0.5848798408756862,0,-0.22600573580098016,True,False,False,False,True,False,True,False,False
1,0,0,0,-0.9516816739185228,1,Yes,No,No,No,No,Yes,Yes,0,0.9850570111795457,-0.6289615935090412,1,0.4677051677714049,True,False,True,False,False,False,False,True,False
1,0,0,0,-1.1960038562387048,1,No,No,Yes,No,Yes,Yes,Yes,1,0.3502505571160864,-0.8996548997398044,0,0.23881903784964742,False,True,False,False,False,False,False,True,False
0,0,1,0,0.5956921474426305,1,Yes,No,Yes,No,No,No,No,1,0.46989994112804756,0.6041354849108307,0,0.17782521921222594,False,False,True,False,True,False,False,True,False
1,0,0,0,-0.055833672077855064,1,No,No,Yes,Yes,Yes,Yes,Yes,0,0.47987072312904416,0.09504311586572828,0,0.22543492073769864,False,False,False,False,False,True,False,False,True
1,0,1,1,0.7178532386027215,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.4827115340671475,-0.5964466102196411,0,-0.795680323813045,False,False,False,True,False,True,False,False,False
0,0,0,0,-0.9109613101984924,1,No,Yes,No,Yes,No,No,No,1,0.5014740841312035,-0.6156730531558716,0,0.36029629839995836,True,False,True,False,False,False,False,False,True
0,0,0,0,-1.2774445836787656,1,No,No,No,No,Yes,No,No,0,-0.5221928679711283,-0.9857655241878356,0,-0.2939663233967962,False,True,False,False,False,False,False,False,True
1,0,1,1,0.7992939660427822,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,-1.4744025490663168,-0.5259202208037324,0,-0.7568377409504987,False,False,False,True,True,False,False,True,False
0,1,1,1,1.2879383306831464,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1.5567151792366918,2.1266446107898513,0,0.7260779037162458,False,False,True,False,False,True,False,False,False
0,0,1,1,1.2064976032430856,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,-1.3464441800535252,-0.3784880596429018,0,-0.7238092103795489,False,False,False,True,False,True,False,False,False
1,0,0,1,-1.1960038562387048,1,No,Yes,No,No,Yes,No,Yes,1,-0.00869759491979612,-0.9291015987948348,0,-0.12772849794341892,False,True,False,False,False,False,False,False,False
1,1,0,0,0.9621754209229036,1,Yes,Yes,Yes,Yes,No,Yes,Yes,0,1.5201556452330371,1.7030447945484464,0,0.7048443089804285,False,False,True,False,True,False,False,True,False
1,0,0,0,0.5549717837226001,1,No,No,No,No,No,No,Yes,0,-0.3028356639492,0.1796527091775211,0,-0.138940441830447,False,False,False,False,True,False,True,False,False
1,0,1,1,-0.9924020376385531,1,No,Yes,Yes,No,No,No,No,0,-0.33607160395252245,-0.7945164982412213,0,-0.10880348930192907,True,False,False,False,False,False,False,False,True
0,1,0,0,-0.0965540357978854,1,No,Yes,Yes,No,No,Yes,Yes,1,0.3319707901142591,-0.07532391809733362,0,0.057633546768727194,False,False,False,False,False,False,False,True,False
1,0,1,1,0.5142514200025698,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,-1.2916048790480432,-0.4703158468010176,0,-0.6569051703067424,False,False,False,True,True,False,True,False,False
1,0,0,1,-1.2774445836787656,1,No,No,No,No,No,Yes,No,1,0.48485611412954227,-0.9723886878854755,1,0.205571472758972,False,True,True,False,False,False,False,True,False
1,0,1,1,-0.8702409464784621,0,No phone service,Yes,No,No,No,Yes,Yes,0,-0.47233895796614456,-0.7578295313525703,0,-0.25529823116511646,True,False,False,False,False,False,False,True,False
1,0,1,0,-1.0331224013585834,1,No,No,No,Yes,No,No,No,1,0.34526516611558833,-0.7880488199630175,1,0.06767454694605249,True,False,True,False,False,False,False,False,False
1,0,0,0,0.3920903288424788,1,No,No,Yes,Yes,Yes,Yes,Yes,1,1.2974748472107767,0.9030834948825526,0,0.5960635359491012,False,False,True,False,False,False,False,False,False
1,0,1,0,0.6771328748826912,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,-1.4827115340671475,-0.5777057950039584,0,-0.7751335641069491,False,False,False,True,False,True,False,False,False
0,0,0,0,-0.9516816739185228,1,Yes,No,Yes,No,No,Yes,Yes,1,1.1479131171958254,-0.6018105891329637,0,0.5803622065084043,True,False,True,False,False,False,True,False,False
1,0,1,0,0.10704778280226633,1,No,Yes,No,No,No,Yes,No,1,-0.08680205392760396,-0.029343802556382977,0,-0.059058733634531645,False,False,False,False,True,False,False,False,False
1,0,1,1,0.6364125111626608,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.4660935640654862,-0.5407760142550334,0,-0.7395798662546714,False,False,False,True,False,True,False,False,False
1,0,1,1,0.5549717837226001,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,-1.4893587220678117,-0.5981242332542606,0,-0.7703514852925107,False,False,False,True,False,True,False,False,True
0,0,1,0,-0.13727439951791576,0,No phone service,No,No,No,No,Yes,No,0,-1.0307027500219619,-0.5618566721242643,0,-0.5288690403326826,False,False,False,False,False,False,False,False,True
0,0,1,1,-0.0965540357978854,1,No,No,Yes,Yes,No,No,No,0,0.574593152138513,0.12727113732025933,0,0.3098204495804784,False,False,True,False,False,False,False,False,False
0,1,0,0,-1.2774445836787656,1,No,No,No,No,Yes,No,No,0,0.3303089931140931,-0.9744415687041545,0,0.12890973176477008,False,True,True,False,False,False,False,True,False
0,0,1,1,1.369379058123207,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,0.6394032351449919,1.5153055325821543,0,0.32476062139169776,False,False,False,False,False,True,False,False,True
1,0,0,0,1.3286586944031769,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1.5384354122348645,2.130176448757471,0,0.699973122495774,False,False,True,False,False,False,True,False,False
0,0,0,0,1.6137012404433893,1,Yes,No,Yes,Yes,No,Yes,Yes,1,1.2010906212011416,2.2855993933200414,0,0.6053322269845623,False,False,True,False,False,True,False,False,False
1,0,0,0,-0.8295205827584317,1,Yes,Yes,No,No,No,No,No,1,0.47156173812821356,-0.5980138633177725,1,0.17143089455635704,True,False,True,False,False,False,False,True,False
0,0,1,1,1.5729808767233588,1,Yes,Yes,Yes,No,Yes,No,No,1,0.06940686408801149,1.0890347638777371,0,3.720033426232464e-05,False,False,False,False,True,False,True,False,False
0,0,0,0,-1.1145631287986442,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.4527991880641573,-0.957157636650115,1,-0.7272288079833833,False,True,False,True,False,False,False,False,True
0,0,0,0,0.7992939660427822,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.4544609850643233,-0.5186137310082188,0,-0.7515906284051966,False,False,False,True,False,True,False,False,False
1,1,1,0,-0.30015585439803716,1,No,No,Yes,Yes,No,Yes,Yes,1,1.1213243651931677,0.10268071547070626,1,0.5555776579862645,False,False,True,False,False,False,False,True,False
0,0,0,0,-1.2774445836787656,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.481049737066981,-0.9985022148585647,0,-0.7695988454791034,False,True,False,True,False,False,False,False,True
1,0,1,1,-1.2774445836787656,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.505976692069473,-0.9988333246680291,0,-0.7819636424136521,False,True,False,True,False,False,False,True,False
0,0,0,0,0.22920887396235737,1,Yes,No,No,Yes,Yes,Yes,No,0,1.0049985751815391,0.5843792662794571,0,0.4616746176875372,False,False,True,False,True,False,False,False,False
1,1,1,0,1.369379058123207,0,No phone service,No,Yes,Yes,No,Yes,No,0,-0.6385186579827569,0.3290494552078404,0,-0.34643552735845184,False,False,False,False,True,False,False,False,False
0,0,1,0,1.4508197855632678,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1.503537675231376,2.3530574985015806,1,0.7428461442649855,False,False,True,False,False,True,False,False,False
0,0,0,0,-1.1145631287986442,0,No phone service,No,No,No,No,No,No,0,-1.3447823830533592,-0.9631838351823664,0,-0.7722366688251405,False,True,False,False,False,False,False,False,True
1,0,1,1,1.6137012404433893,1,Yes,Yes,Yes,No,No,Yes,Yes,1,1.3091074262119398,2.216728552951454,0,0.5696117025069773,False,False,True,False,True,False,False,True,False
1,0,0,0,-0.015113308357824713,0,No phone service,Yes,No,No,No,No,No,0,-1.150352134033923,-0.5978814193939866,0,-0.6246988814023606,False,False,False,False,True,False,False,False,True
0,0,0,0,0.43281069256250915,1,Yes,No,No,No,No,Yes,Yes,0,0.9833952141793793,0.7237544220766552,0,0.40082024295800883,False,False,True,False,True,False,False,False,True
0,0,1,1,1.6137012404433893,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.5076384890696393,-0.4055728420570864,0,-0.7904701647491796,False,False,False,True,False,True,True,False,False
0,0,1,0,0.9214550572028734,1,Yes,Yes,Yes,No,No,Yes,No,1,1.0631614701873533,1.3054481353436427,1,0.4677501306693487,False,False,True,False,False,False,False,True,False
1,0,0,0,0.7992939660427822,1,No,Yes,No,Yes,Yes,No,No,0,-0.22639300194155818,0.33567165139712757,0,-0.13809062050267104,False,False,False,False,True,False,True,False,False
1,0,0,0,0.43281069256250915,1,No,No,Yes,Yes,No,Yes,No,1,0.893658176170409,0.7382349577438965,0,0.4133959123984181,False,False,True,False,False,False,False,True,False
1,1,1,0,0.18848851024232702,1,Yes,No,No,No,No,No,No,1,0.39013368512007346,0.2588100276268009,1,0.17536126619456116,False,False,True,False,False,False,False,True,False
1,0,1,1,1.2879383306831464,0,No phone service,No,Yes,No,Yes,Yes,Yes,1,-0.33773340095268845,0.5039858045415107,0,-0.2207306615532086,False,False,False,False,False,True,False,True,False
0,0,1,1,-1.1960038562387048,1,No,Yes,Yes,No,No,Yes,No,0,0.8338334841644282,-0.8977565368322087,0,0.26244953865789616,False,True,True,False,False,False,False,True,False
1,0,0,0,0.14776814652229667,0,No phone service,Yes,No,No,No,No,No,0,-1.1204397880309327,-0.510159393873229,0,-0.5868059307966917,False,False,False,False,False,True,False,False,False
1,0,1,1,-0.9109613101984924,1,Yes,Yes,No,No,No,Yes,Yes,1,1.1794872601989819,-0.5373986941984968,1,0.6526000979326901,True,False,True,False,False,False,False,True,False
1,0,0,0,0.35136996512244845,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.4660935640654862,-0.6387182958945911,0,-0.7668042003182868,False,False,False,True,False,True,False,False,True
0,0,1,1,-0.21871512695797646,1,Yes,No,Yes,No,Yes,No,No,1,0.6792863631489789,-0.05753228433544878,0,0.21115852915161992,False,False,True,False,False,False,True,False,False
1,0,1,1,0.9621754209229036,1,Yes,No,No,Yes,No,Yes,Yes,1,1.1645310871974868,1.427539359086801,0,0.5211240345279256,False,False,True,False,True,False,True,False,False
1,0,0,0,-1.0738427650786138,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.46443176706532,-0.9576432643706626,0,-0.7928171863895338,False,True,False,True,False,False,False,False,True
0,0,0,0,-1.1960038562387048,1,Yes,No,No,No,No,No,No,1,0.32033821111309646,-0.9060784300434129,1,0.15886001767289915,False,True,True,False,False,False,False,True,False
1,0,1,1,-1.0331224013585834,1,No,Yes,No,No,No,No,No,0,-0.467353566965646,-0.8527476767323534,0,-0.2774799274840644,True,False,False,False,False,False,False,False,True
1,0,1,1,-1.1552834925186746,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.4594463760648215,-0.9796510297063937,0,-0.8433754671885775,False,True,False,True,False,False,False,False,True
0,0,0,0,0.025607055362205634,1,No,Yes,No,No,Yes,Yes,No,1,0.8039211381614382,0.32922604710622144,0,0.40995282330135113,False,False,True,False,False,True,False,True,False
1,1,0,0,-0.21871512695797646,1,Yes,No,No,Yes,No,No,No,1,0.44164939212522314,-0.06464010824528367,1,0.2013277523295838,False,False,True,False,False,False,False,True,False
0,0,1,0,1.6137012404433893,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,-1.3697093380558512,-0.2463310976920268,0,-0.7078779007808145,False,False,False,True,False,True,False,False,False
0,0,0,0,-1.2774445836787656,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.4960059100684764,-0.9987008807442433,0,-0.7770177236398327,False,True,False,True,False,False,False,False,True
0,1,0,0,1.5729808767233588,0,No phone service,Yes,Yes,No,No,Yes,Yes,1,-0.2762469119465419,0.7520311998049115,0,-0.1772147760035362,False,False,False,False,True,False,False,True,False
1,0,0,0,-0.7888002190384014,1,Yes,No,No,No,No,No,Yes,1,0.7042133181514708,-0.4707352525596724,0,0.4390442025692715,True,False,True,False,False,False,False,True,False
1,0,1,1,-0.30015585439803716,0,No phone service,Yes,Yes,Yes,No,Yes,Yes,1,-0.2047896409393986,-0.3440305654713106,1,-0.11169273018563526,False,False,False,False,False,False,True,False,False
0,0,0,0,1.4100994218432374,1,No,No,No,No,Yes,No,No,0,-0.47233895796614456,0.4318480140528753,0,-0.300425545676038,False,False,False,False,False,True,False,False,False
0,0,0,0,-1.2774445836787656,0,No phone service,No,No,No,No,No,Yes,1,-0.9742016520163136,-0.9917696487327894,1,-0.5181813078099462,False,True,False,False,False,False,False,True,False
0,0,0,0,-1.2367242199587352,1,No,No,No,No,No,No,No,0,-0.6784017859867437,-0.9715498763681658,1,-0.43286420896156,False,True,False,False,False,False,False,True,False
1,0,0,0,0.43281069256250915,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,-1.2982520670487077,-0.48285387158606796,0,-0.6470627493463353,False,False,False,True,False,True,True,False,False
1,0,0,0,-0.38159658183809786,1,No,Yes,No,No,No,No,No,1,0.3402797751150897,-0.22224837755031904,0,0.1722044410312478,True,False,True,False,False,False,False,False,False
1,0,1,1,1.2879383306831464,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.481049737066981,-0.4433193603360234,0,-0.7734757245179568,False,False,False,True,False,True,False,False,True
0,0,0,1,1.002895784642934,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,-1.5009913010689746,-0.4906459891021293,0,-0.7640599949224577,False,False,False,True,False,True,False,False,True
1,1,1,0,-1.2774445836787656,1,No,No,No,No,No,No,No,1,0.18905624809997262,-0.9763178576244527,1,0.058842549135660685,False,True,True,False,False,False,False,False,True
1,1,1,1,1.6137012404433893,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,0.7740087921584478,1.8293742238527486,0,0.3687066500926616,False,False,False,False,False,True,True,False,False
1,0,0,0,-0.9924020376385531,1,Yes,Yes,No,No,Yes,No,Yes,0,0.21232140610229844,-0.7585800469206894,1,0.05894558911011517,True,False,False,False,False,False,False,True,False
1,0,1,0,1.1657772395230555,1,Yes,No,Yes,No,No,Yes,Yes,1,1.2060760122016398,1.6287658272919416,0,0.5112184422295982,False,False,True,False,False,True,False,False,False
0,0,0,0,1.2879383306831464,1,Yes,Yes,Yes,No,No,No,No,1,0.6493740171459885,1.3275883446031598,0,0.2598348993061115,False,False,True,False,True,False,True,False,False
0,1,1,0,1.5729808767233588,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,-1.3564149620545218,-0.23209337588505932,0,-0.6948295569734755,False,False,False,True,False,True,False,False,False
1,0,1,1,1.3286586944031769,1,Yes,Yes,Yes,No,Yes,Yes,No,1,1.1396041321949948,1.8254229801264736,0,0.5248875979025641,False,False,True,False,False,True,True,False,False
